Reference Number,City,House Type,Available From,Price,Additional Info,Ad Title,Link,Specific Location,Bedrooms,Flatmates,Bathrooms,Area,Average Price
469037,barcelona,Room,From 1 August,500,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/469037,Barcelona,No info,4,2,150,500
145841,barcelona,Room,From 1 July,850,bills included,Rooms for rent in 4-bedroom apartment in Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/145841,Poblenou,No info,4,2,124,850
809989,barcelona,Apartment,From 11 May,3663-4510,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/809989,Barcelona,3,No info,2,65,4086
810158,barcelona,Apartment,From 11 May,3955-4439,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/810158,Barcelona,3,No info,2,135,4197
88738,barcelona,Studio,From 1 August,1250,spotahome plus,Studio apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/88738,El Raval,No info,No info,1,No info,1250
949378,barcelona,Apartment,From 19 May,1300,some bills included,Renovated apartment a few minutes from Plaça de Sants station,https://www.spotahome.com/barcelona/for-rent:apartments/949378,Placa de Sants,1,No info,1,No info,1300
929876,barcelona,Room,From 21 July,780,some bills included,Room for rent in 9-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/929876,Barcelona,No info,9,2,No info,780
978649,barcelona,Apartment,From 2 August,1650,some bills included,2-bedroom apartment for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/978649,Gracia,2,No info,1,67,1650
90230,barcelona,Room,From 3 July,900,bills included,Decorated shared room in shared apartment in Gràcia,https://www.spotahome.com/barcelona/for-rent:rooms/90230,Gracia,No info,11,2,200,900
641661,barcelona,Apartment,From 29 May,3479-3941,no deposit,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/641661,Barcelona,2,No info,2,76,3710
754165,barcelona,Room,From 11 March,950,bills included,Rooms for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/754165,Barcelona,No info,4,1,98,950
810036,barcelona,Apartment,From 12 May,3900-4644,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/810036,Barcelona,3,No info,2,120,4272
90445,barcelona,Room,From 17 July,574-765,bills included,Room for rent in 8-bedroom apartment in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/90445,El Born,No info,8,2,244,669
1022729,barcelona,Apartment,From 7 July,2600,bills included,3 bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1022729,Barcelona,3,No info,2,78,2600
973226,barcelona,Room,From 2 July,803,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/973226,Barcelona,No info,4,2,No info,803
282070,barcelona,Room,From 3 July,875,bills included,Bright room for rent in 5-bedroom apartment Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:rooms/282070,Eixample Dreta,No info,4,2,100,875
1189754,barcelona,Apartment,From 19 August,1450,bills included,2-Bedroom Apartment for rent in El Clot. Barcelona near Sagr,https://www.spotahome.com/barcelona/for-rent:apartments/1189754,El,2,No info,1,No info,1450
1181323,barcelona,Apartment,From 29 May,3600-4080,no deposit,2-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1181323,Eixample,2,No info,No info,No info,3840
1085558,barcelona,Room,From 30 June,715,instant booking,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1085558,Barcelona,No info,7,2,120,715
620950,barcelona,Apartment,From 1 July,1550,some bills included,Spacious apartment in Roselló street,https://www.spotahome.com/barcelona/for-rent:apartments/620950,Barcelona,2,No info,1,No info,1550
1180394,barcelona,Apartment,From 29 May,3633-4118,no deposit,2-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1180394,Eixample,2,No info,No info,No info,3875
1090169,barcelona,Studio,From 1 July,1940,bills included,Studio apartment for rent in a residence in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1090169,Barcelona,No info,No info,No info,No info,1940
641684,barcelona,Studio,From 8 June,2426-2970,no deposit,Studio apartment for rent in Ciutat Vella Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/641684,Ciutat Vella,No info,No info,1,68,2698
1086669,barcelona,Room,From 30 June,545,instant booking,Room for rent in 5-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1086669,Eixample,No info,5,2,100,545
968340,barcelona,Room,From 1 August,750,bills included,Room for rent in 5-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/968340,El Raval,No info,5,2,140,750
400764,barcelona,Room,From 16 August,500,bills included,Room for rent in 11-bedroom apartment in Barri Gòtic,https://www.spotahome.com/barcelona/for-rent:rooms/400764,Gothic Quarter,No info,11,2,180,500
952773,barcelona,Room,From 4 August,575,bills included,Room for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952773,Barcelona,No info,8,No info,139,575
952774,barcelona,Room,From 4 August,575,bills included,Room for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952774,Barcelona,No info,8,No info,139,575
1182110,barcelona,Apartment,From 29 May,3784-4208,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1182110,Barcelona,2,No info,No info,No info,3996
215714,barcelona,Room,From 30 April,720,instant booking,Gorgeous room for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/215714,Gracia,No info,7,1,140,720
136574,barcelona,Room,From 21 June,695,bills included,Tidy room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/136574,Barcelona,No info,5,4,195,695
304768,barcelona,Apartment,From 30 May,1800,bills included,Bright 2-bedroom apartment for rent in Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:apartments/304768,Eixample Dreta,2,No info,1,62,1800
165971,barcelona,Room,From 3 July,800,bills included,Stylish room in 3-bedroom apartment in Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/165971,Gothic Quarter,No info,3,1,70,800
668527,barcelona,Apartment,From 29 May,3754-4268,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668527,Barcelona,2,No info,2,80,4011
918414,barcelona,Room,From 11 July,590-810,bills included,Room for rent in 4-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/918414,El Raval,No info,4,1,90,700
668664,barcelona,Apartment,From 29 May,3845-4329,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668664,Barcelona,2,No info,2,78,4087
1014254,barcelona,Room,From 2 July,825,bills included,Room in 4 bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1014254,Eixample,No info,4,2,80,825
877410,barcelona,Room,From 4 August,621,bills included,Rooms for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/877410,Barcelona,No info,6,2,No info,621
641667,barcelona,Apartment,From 29 May,3842-4359,no deposit,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/641667,Barcelona,2,No info,2,85,4100
1205275,barcelona,Apartment,From 19 May,3482-4056,no deposit,3-bedroom apartment for rent in Barcelona Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1205275,Barcelona,3,No info,No info,No info,3769
118267,barcelona,Room,From 1 July,850,bills included,Rooms in shared apartment in Villa Olímpica Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/118267,Vila Olimpica,No info,3,1,124,850
90444,barcelona,Room,From 4 July,533-710,bills included,Room for rent in 8-bedroom apartment in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/90444,El Born,No info,8,2,244,621
1082245,barcelona,Apartment,From 3 May,2195,some bills included,"Fantastic fully furnished apartment steps from the station ""Navas"".",https://www.spotahome.com/barcelona/for-rent:apartments/1082245,Barcelona,3,No info,3,No info,2195
1181613,barcelona,Apartment,From 29 May,3966-4502,no deposit,2-bedroom apartment for rent in Sant Martí Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1181613,Sant Marta,2,No info,No info,No info,4234
609153,barcelona,Apartment,From 6 August,2500,bills included,2-bedroom apartment for rent in El Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/609153,El Poblenou,2,No info,1,70,2500
126394,barcelona,Apartment,From 6 August,900,some bills included,Furnished 1-bedroom apartment for rent in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/126394,Sants,1,No info,1,50,900
1218923,barcelona,Apartment,From 15 May,3500,some bills included,"Wonderful furnished apartment next to ""Provença"" station",https://www.spotahome.com/barcelona/for-rent:apartments/1218923,Barcelona,3,No info,2,No info,3500
337374,barcelona,Apartment,From 18 March,2700-3700,some bills included,Trendy 2-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/337374,Eixample,2,No info,No info,No info,3200
601293,barcelona,Room,From 31 July,720,instant booking,Room for rent in a 5 bedroom apartment in Gotic Quarter,https://www.spotahome.com/barcelona/for-rent:rooms/601293,Gothic Quarter,No info,6,2,75,720
1011949,barcelona,Apartment,From 7 March,3100,spotahome plus,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1011949,Barcelona,2,No info,1,120,3100
930691,barcelona,Apartment,From 21 June,2500-3800,some bills included,1-bedroom apartment for rent in Barcelona Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/930691,Barcelona,1,No info,1,No info,3150
622395,barcelona,Apartment,From 10 May,1700,some bills included,Modern furnished apartment in Gracia neighborhood,https://www.spotahome.com/barcelona/for-rent:apartments/622395,Gracia,2,No info,1,No info,1700
372806,barcelona,Room,From 3 July,1087,some bills included,Room for rent in 13-bedroom apartment in Sant Gervasi,https://www.spotahome.com/barcelona/for-rent:rooms/372806,Sant Gervasi,No info,13,2,280,1087
1181712,barcelona,Apartment,From 29 May,4087-4849,no deposit,2-bedroom apartment for rent in Sarrià Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1181712,Sarria-Sant Gervasi,2,No info,No info,No info,4468
973159,barcelona,Room,From 5 July,770,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/973159,Barcelona,No info,4,2,No info,770
1181285,barcelona,Apartment,From 29 May,4147-4934,no deposit,2-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1181285,Eixample,2,No info,No info,No info,4540
821343,barcelona,Room,From 3 July,945,some bills included,Rooms for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/821343,Barcelona,No info,7,1,No info,945
924338,barcelona,Room,From 1 August,710-930,some bills included,Rooms for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/924338,Barcelona,No info,5,1,114,820
810133,barcelona,Apartment,From 29 May,4480-5092,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/810133,Barcelona,2,No info,2,91,4786
1081100,barcelona,Studio,From 29 July,1400,bills included,Studio apartment for rent in Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1081100,Poblenou,No info,No info,1,50,1400
456520,barcelona,Room,From 3 July,690-850,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/456520,Barcelona,No info,7,4,No info,770
935587,barcelona,Room,From 31 July,650,instant booking,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/935587,Barcelona,No info,6,2,105,650
759599,barcelona,Room,From 6 July,980,some bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/759599,Barcelona,No info,7,5,No info,980
93781,barcelona,Studio,From 17 August,1180,no deposit,Studio with AC for Rent in Ciutad Vella Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/93781,Vella,No info,No info,1,25,1180
1002690,barcelona,Apartment,From 3 July,1990,some bills included,Wonderfully equipped apartment in Eixample,https://www.spotahome.com/barcelona/for-rent:apartments/1002690,Eixample,3,No info,2,No info,1990
1002694,barcelona,Apartment,From 3 July,1990,some bills included,Wonderfully equipped apartment in Eixample,https://www.spotahome.com/barcelona/for-rent:apartments/1002694,Eixample,3,No info,2,No info,1990
110559,barcelona,Room,From 2 July,680,bills included,Room for rent in 6-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/110559,El Raval,No info,6,2,140,680
930595,barcelona,Room,From 1 July,875,bills included,Room for rent in 4-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/930595,Barcelona,No info,4,2,90,875
777973,barcelona,Room,From 1 August,560,some bills included,Room for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/777973,Barcelona,No info,2,1,105,560
810049,barcelona,Apartment,From 29 May,4807-5739,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/810049,Barcelona,2,No info,2,110,5273
1015368,barcelona,Apartment,From 2 August,1300,some bills included,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1015368,Barcelona,3,No info,No info,No info,1300
954277,barcelona,Apartment,From 4 July,2350,bills included,4-bedroom apartment for rent in Sarrià Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/954277,Sarria-Sant Gervasi,4,No info,2,100,2350
389554,barcelona,Room,From 11 August,500,no deposit,Single room for rent 3-bedroom apartment Sant Martí,https://www.spotahome.com/barcelona/for-rent:rooms/389554,Sant Marta,No info,3,1,80,500
766875,barcelona,Apartment,From 26 May,3990,some bills included,Stunning apartment in front of Poblenou Center Park,https://www.spotahome.com/barcelona/for-rent:apartments/766875,Poblenou,2,No info,2,No info,3990
123174,barcelona,Studio,From 18 July,1300,spotahome plus,Modern studio apartment for rent Santo Antoni Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/123174,Antoni,No info,No info,1,50,1300
125653,barcelona,Apartment,From 27 May,3500-4100,some bills included,4-bedroom apartment for rent in Horta Guinardo Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/125653,Horta-Guinardo,4,No info,1,95,3800
1014117,barcelona,Apartment,From 17 August,1120,no deposit,1-bedroom apartment for rent in Barceloneta Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1014117,Barceloneta,1,No info,1,No info,1120
640168,barcelona,Apartment,From 3 July,1890,some bills included,Modern and bright furnished apartment in l'Encarnació Street,https://www.spotahome.com/barcelona/for-rent:apartments/640168,Barcelona,1,No info,2,No info,1890
220682,barcelona,Room,From 2 August,510,some bills included,Modern room in 4-bedroom apartment in Sant Andreu Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/220682,Sant Andreu,No info,4,2,85,510
1002351,barcelona,Apartment,From 5 July,1990,some bills included,Wonderfully equipped apartment in Eixample,https://www.spotahome.com/barcelona/for-rent:apartments/1002351,Eixample,3,No info,2,No info,1990
982088,barcelona,Room,From 20 June,1040,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/982088,Barcelona,No info,4,2,120,1040
622407,barcelona,Apartment,From 13 July,1900,some bills included,Modern furnished apartment in Gracia neighborhood,https://www.spotahome.com/barcelona/for-rent:apartments/622407,Gracia,2,No info,2,No info,1900
1183132,barcelona,Apartment,From 29 May,3482-4026,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1183132,Barcelona,3,No info,No info,No info,3754
810262,barcelona,Apartment,From 30 May,3482-3959,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/810262,Barcelona,3,No info,2,80,3720
895425,barcelona,Apartment,From 29 May,1795,some bills included,"Modern and bright fully furnished apartment steps from ""Provença"" station",https://www.spotahome.com/barcelona/for-rent:apartments/895425,Barcelona,2,No info,2,No info,1795
1198410,barcelona,Apartment,From 5 June,3520,no deposit,2-bedroom apartment for rent in Barcelona Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1198410,Barcelona,2,No info,2,65,3520
1180335,barcelona,Apartment,From 25 May,3839-4565,no deposit,2-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1180335,Eixample,3,No info,No info,No info,4202
653357,barcelona,Room,From 17 July,580,bills included,Rooms for rent in a 4-Bedrooms apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/653357,Barcelona,No info,4,1,No info,580
157084,barcelona,Apartment,From 27 April,3200,instant booking,Lovely 3-bedroom apartment for rent Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/157084,Gothic Quarter,3,No info,2,110,3200
1089738,barcelona,Room,From 10 August,540,instant booking,Room for rent in shared 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1089738,Barcelona,No info,6,2,120,540
668371,barcelona,Apartment,From 8 June,3542-3966,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668371,Barcelona,1,No info,2,70,3754
810215,barcelona,Apartment,From 1 June,4268-8195,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/810215,Barcelona,2,No info,2,150,6231
601301,barcelona,Room,From 2 July,600,instant booking,Stay in a coliving in Gothic Quarter,https://www.spotahome.com/barcelona/for-rent:rooms/601301,Gothic Quarter,No info,5,2,75,600
332735,barcelona,Room,From 30 July,550,instant booking,Room for rent in 2-bedroom apartment in L'Hospitalet de Llobregat Barcel,https://www.spotahome.com/barcelona/for-rent:rooms/332735,Hospitalet de Llobregat,No info,2,1,85,550
985215,barcelona,Apartment,From 2 July,2500,no deposit,2-bedroom apartment for rent in Sitges Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/985215,Sitges,2,No info,1,60,2500
513087,barcelona,Room,From 1 July,640,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/513087,Barcelona,No info,6,2,160,640
513082,barcelona,Room,From 1 July,640,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/513082,Barcelona,No info,6,2,160,640
624251,barcelona,Apartment,From 28 April,3676-7063,some bills included,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/624251,Barcelona,2,No info,No info,45,5369
363929,barcelona,Room,From 6 July,625,instant booking,Double room for rent 6-bedroom apartment  LEsquerra,https://www.spotahome.com/barcelona/for-rent:rooms/363929,Barcelona,No info,6,2,No info,625
956109,barcelona,Room,From 2 July,950,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/956109,Barcelona,No info,4,2,120,950
479166,barcelona,Apartment,From 28 April,1600,some bills included,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/479166,Barcelona,1,No info,1,75,1600
962132,barcelona,Room,From 15 July,580,instant booking,Room for rent in 4-bedroom apartment in Can Baró Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/962132,Can Baro,No info,4,2,100,580
323625,barcelona,Room,From 2 July,700,bills included,Room in 6-bedroom apartment in L'Esquerra de Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/323625,Eixample Esquerra,No info,6,2,100,700
439098,barcelona,Apartment,From 1 July,1250,spotahome plus,Whole 2 bedrooms apartment in L'Hospitalet de Llobregat de Llobregat,https://www.spotahome.com/barcelona/for-rent:apartments/439098,Hospitalet de Llobregat,2,No info,1,55,1250
1091443,barcelona,Room,From 31 July,560,instant booking,Room for rent in shared 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1091443,Barcelona,No info,6,2,130,560
523135,barcelona,Room,From 3 July,649,instant booking,Rooms for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/523135,Barcelona,No info,8,2,200,649
1182693,barcelona,Apartment,From 29 May,3905-4502,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1182693,Barcelona,3,No info,No info,No info,4203
1180308,barcelona,Apartment,From 8 June,3875-5841,no deposit,1-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1180308,Eixample,1,No info,No info,No info,4858
1180362,barcelona,Apartment,From 29 May,3966-4502,no deposit,3-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1180362,Eixample,3,No info,No info,No info,4234
305650,barcelona,Room,From 31 July,710,instant booking,Cosy room to rent in 7-bed apartment in Eixample Esquerra,https://www.spotahome.com/barcelona/for-rent:rooms/305650,Eixample Esquerra,No info,7,1,161,710
779276,barcelona,Apartment,From 24 June,3107,bills included,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/779276,Barcelona,2,No info,1,65,3107
1065458,barcelona,Room,From 1 August,800,some bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1065458,Barcelona,No info,2,1,80,800
947664,barcelona,Room,From 31 July,830,instant booking,Room for rent in 6-bedroom apartment in El Farró Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/947664,El Farro,No info,6,2,180,830
954776,barcelona,Room,From 1 July,630,instant booking,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/954776,Barcelona,No info,6,2,115,630
925284,barcelona,Room,From 16 August,450,bills included,Cozy room in 7-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/925284,Eixample,No info,7,2,150,450
622017,barcelona,Apartment,From 3 July,2095,some bills included,Fully furnished apartment with 2 double bedrooms,https://www.spotahome.com/barcelona/for-rent:apartments/622017,Barcelona,2,No info,2,No info,2095
970043,barcelona,Room,From 31 July,830,instant booking,Rooms for rent in 8-bedroom apartment in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/970043,Gracia,No info,8,4,No info,830
208765,barcelona,Room,From 3 July,950-1050,bills included,Room in 3-bedroom apartment in Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/208765,Gothic Quarter,No info,3,2,70,1000
1005869,barcelona,Room,From 4 July,788,bills included,Room shared for rent in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/1005869,Barcelona,No info,6,No info,No info,788
226082,barcelona,Room,From 15 July,775,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/226082,Barcelona,No info,7,2,170,775
995752,barcelona,Apartment,From 6 July,1950,some bills included,Whole 3 bedrooms apartment in Sant Cugat del Vallès,https://www.spotahome.com/barcelona/for-rent:apartments/995752,Sant Cugat del Valles,3,No info,2,85,1950
134282,barcelona,Room,From 2 August,600,bills included,Twin room in 10-bedroom apartment Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/134282,Gothic Quarter,No info,10,3,180,600
977836,barcelona,Room,From 19 July,975,bills included,Rooms for rent in a 8-Bedrooms Apartment,https://www.spotahome.com/barcelona/for-rent:rooms/977836,Barcelona,No info,8,4,160,975
809967,barcelona,Apartment,From 29 May,4384-4819,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/809967,Barcelona,3,No info,2,110,4601
929086,barcelona,Room,From 1 August,790,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/929086,Barcelona,No info,4,1,90,790
1180055,barcelona,Apartment,From 29 May,3663-5588,no deposit,3-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1180055,Eixample,3,No info,No info,No info,4625
768078,barcelona,Apartment,From 4 June,4490,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/768078,Barcelona,2,No info,2,64,4490
624254,barcelona,Apartment,From 28 April,3676-7063,some bills included,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/624254,Barcelona,2,No info,No info,45,5369
1181956,barcelona,Apartment,From 7 March,3966-4747,no deposit,3-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1181956,Eixample,3,No info,No info,No info,4356
1181624,barcelona,Apartment,From 1 June,3915-4278,no deposit,3-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1181624,Eixample,3,No info,No info,No info,4096
154820,barcelona,Studio,From 19 July,1350-1600,instant booking,Classy studio apartment for rent Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/154820,Gothic Quarter,No info,No info,1,35,1475
128488,barcelona,Room,From 3 August,599,instant booking,Welcoming room in shared apartment in Poble Sec Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/128488,Poble-Sec,No info,4,2,75,599
932580,barcelona,Room,From 18 July,780-930,some bills included,Room to rent in 8-bedroom apartment in Villa de Gracia,https://www.spotahome.com/barcelona/for-rent:rooms/932580,Gracia,No info,8,4,270,855
85767,barcelona,Apartment,From 23 June,1900,bills included,Cozy rented apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/85767,El Raval,2,No info,1,70,1900
781227,barcelona,Apartment,From 3 July,1950,some bills included,Beautiful apartment steps away from Plaza Tetúan and Parque de la Ciudadela,https://www.spotahome.com/barcelona/for-rent:apartments/781227,Parque de la Ciudadela,1,No info,1,No info,1950
312102,barcelona,Studio,From 19 July,1350-1900,instant booking,Sleek studio apartment for rent in Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/312102,Gothic Quarter,No info,No info,1,35,1625
728950,barcelona,Apartment,From 3 June,1390,some bills included,Modern apartment with terrace in Sants-Montjuic,https://www.spotahome.com/barcelona/for-rent:apartments/728950,Barcelona,2,No info,1,No info,1390
456737,barcelona,Studio,From 14 June,5300,instant booking,Studio in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/456737,Barcelona,No info,No info,1,38,5300
100797,barcelona,Room,From 1 August,950,bills included,Decorated room in shared apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/100797,Eixample,No info,3,2,140,950
1003787,barcelona,Room,From 5 August,490,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1003787,Barcelona,No info,4,2,90,490
988175,barcelona,Room,From 1 August,580,instant booking,Room for rent in 6-bedroom apartment in El Farró Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/988175,El Farro,No info,7,2,No info,580
1086149,barcelona,Apartment,From 16 August,1395,no deposit,1-bedroom apartment for rent in Les Corts Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1086149,Les Corts,1,No info,1,No info,1395
622335,barcelona,Apartment,From 25 June,1490,some bills included,Bright apartment with terrace in Rogent Street,https://www.spotahome.com/barcelona/for-rent:apartments/622335,Barcelona,2,No info,2,No info,1490
973113,barcelona,Apartment,From 16 April,2620,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/973113,Barcelona,2,No info,1,47,2620
